species,plant.height,SLA,seed.mass,kew.seed
Trifolium.repens,0.16,20.34722222,NA,
Trifolium.repens,0.125,18.4717608,NA,
Trifolium.repens,0.145,14.46043165,NA,
Trifolium.repens,0.135,16.68639053,NA,
Trifolium.repens,0.16,14.32926829,NA,
Trifolium.repens,0.21,17.96511628,NA,
Trifolium.repens,0.125,16.56370656,NA,
Trifolium.repens,0.07,18.95899054,NA,
Trifolium.repens,0.15,15.75851393,NA,
Trifolium.repens,0.24,17.05882353,NA,
Trifolium.repens,0.125,18.61163227,NA,
Trifolium.repens,0.165,12.69372694,NA,
Trifolium.repens,0.17,19.31596091,NA,
Trifolium.repens,0.235,20.4784689,NA,
Trifolium.repens,0.13,14.19525066,NA,
Trifolium.repens,0.2,18.15789474,NA,
Trifolium.repens,0.095,29.1588785,NA,
Triodanis.perfoliata,NA,NA,0.03,kew
Ulmus.pumila,NA,NA,6.216583333,kew
Urtica.dioica,NA,NA,0.111571429,kew
Verbascum.thapsus,1.24,NA,0.091266667,kew
Verbascum.thapsus,1,NA,NA,
Verbascum.thapsus,0.72,NA,NA,
Verbascum.thapsus,1.1,NA,NA,
Verbascum.thapsus,0.86,NA,NA,
Verbascum.thapsus,1.03,NA,NA,
Verbascum.thapsus,0.65,NA,NA,
Verbascum.thapsus,0.94,NA,NA,
Verbascum.thapsus,0.975,NA,NA,
Verbascum.thapsus,0.95,NA,NA,
Verbascum.thapsus,1.07,NA,NA,
Verbascum.thapsus,1.12,NA,NA,
Verbascum.thapsus,1.06,NA,NA,
Verbascum.thapsus,0.81,NA,NA,
Verbascum.thapsus,0.83,NA,NA,
Verbascum.thapsus,0.83,NA,NA,
Verbascum.thapsus,1.07,NA,NA,
Verbascum.thapsus,0.975,NA,NA,
Verbascum.thapsus,1.09,NA,NA,
Verbascum.thapsus,0.99,NA,NA,
Verbena.hastata,NA,NA,0.2302,field
Verbena.stricta,NA,NA,1.030454545,field
Vernonia,NA,NA,0.985714286,field
Veronica,NA,NA,0.215392209,kew
Veronicastrum.virginicum,NA,NA,0.065714286,field
Viola,NA,NA,1.5876375,kew
Vitis,NA,NA,57.6125,kew
Zizia.aptera,NA,NA,1.591428571,field
Zizia.aurea,NA,NA,2.314285714,field
